品类,日期,销量
8,2023/5/29,512
8,2023/5/30,452
8,2023/5/31,902
8,2023/6/1,1072
8,2023/6/2,664
8,2023/6/3,700
8,2023/6/4,630
8,2023/6/5,622
8,2023/6/6,644
8,2023/6/7,618
8,2023/6/8,796
8,2023/6/9,598
8,2023/6/10,636
8,2023/6/11,626
8,2023/6/12,788
8,2023/6/13,658
8,2023/6/14,608
8,2023/6/15,1120
8,2023/6/16,1070
8,2023/6/17,998
8,2023/6/18,1342
8,2023/6/19,1254
8,2023/6/20,748
8,2023/6/21,786
8,2023/6/22,514
8,2023/6/23,510
8,2023/6/24,534
8,2023/6/25,590
8,2023/6/26,566
8,2023/6/27,662
8,2023/6/28,562
8,2023/6/29,588
8,2023/6/30,592
9,2022/7/1,2
9,2022/7/2,14
9,2022/7/3,4
9,2022/7/4,2
9,2022/7/5,0
9,2022/7/6,2
9,2022/7/7,0
9,2022/7/8,0
9,2022/7/9,0
9,2022/7/10,2
9,2022/7/11,2
9,2022/7/12,0
9,2022/7/13,4
9,2022/7/14,2
9,2022/7/15,6
9,2022/7/16,6
9,2022/7/17,4
9,2022/7/18,2
9,2022/7/19,4
9,2022/7/20,4
9,2022/7/21,0
9,2022/7/22,2
9,2022/7/23,10
9,2022/7/24,2
9,2022/7/25,6
9,2022/7/26,0
9,2022/7/27,6
9,2022/7/28,6
9,2022/7/29,2
9,2022/7/30,4
9,2022/7/31,0
9,2022/8/1,8
9,2022/8/2,4
9,2022/8/3,2
9,2022/8/4,2
9,2022/8/5,4
9,2022/8/6,2
9,2022/8/7,2
9,2022/8/8,2
9,2022/8/9,2
9,2022/8/10,4
9,2022/8/11,4
9,2022/8/12,2
9,2022/8/13,2
9,2022/8/14,2
9,2022/8/15,4
9,2022/8/16,10
9,2022/8/17,6
9,2022/8/18,4
9,2022/8/19,4
9,2022/8/20,6
9,2022/8/21,4
9,2022/8/22,6
9,2022/8/23,2
9,2022/8/24,6
9,2022/8/25,2
9,2022/8/26,12
9,2022/8/27,10
9,2022/8/28,2
9,2022/8/29,8
9,2022/8/30,2
9,2022/8/31,4
9,2022/9/1,2
9,2022/9/2,2
9,2022/9/3,2
9,2022/9/4,0
9,2022/9/5,4
9,2022/9/6,2
9,2022/9/7,2
9,2022/9/8,2
9,2022/9/9,4
9,2022/9/10,4
9,2022/9/11,4
9,2022/9/12,6
9,2022/9/13,4
9,2022/9/14,2
9,2022/9/15,4
9,2022/9/16,6
9,2022/9/17,4
9,2022/9/18,0
9,2022/9/19,4
9,2022/9/20,2
9,2022/9/21,0
9,2022/9/22,6
9,2022/9/23,0
9,2022/9/24,0
9,2022/9/25,6
9,2022/9/26,4
9,2022/9/27,6
9,2022/9/28,6
9,2022/9/29,4
9,2022/9/30,2
9,2023/4/1,2
9,2023/4/2,2
9,2023/4/3,2
9,2023/4/4,6
9,2023/4/5,4
9,2023/4/6,4
9,2023/4/7,4
9,2023/4/8,12
9,2023/4/9,4
9,2023/4/10,2
9,2023/4/11,2
9,2023/4/12,2
9,2023/4/13,4
9,2023/4/14,6
9,2023/4/15,8
9,2023/4/16,4
9,2023/4/17,14
9,2023/4/18,6
9,2023/4/19,8
9,2023/4/20,2
9,2023/4/21,6
9,2023/4/22,2
9,2023/4/23,10
9,2023/4/24,2
9,2023/4/25,4
9,2023/4/26,4
9,2023/4/27,4
9,2023/4/28,8
9,2023/4/29,4
9,2023/4/30,4
9,2023/5/1,4
9,2023/5/2,6
9,2023/5/3,10
9,2023/5/4,6
9,2023/5/5,4
9,2023/5/6,12
9,2023/5/7,6
9,2023/5/8,8
9,2023/5/9,10
9,2023/5/10,6
9,2023/5/11,6
9,2023/5/12,4
9,2023/5/13,4
9,2023/5/14,4
9,2023/5/15,4
9,2023/5/16,2
9,2023/5/17,6
9,2023/5/18,4
9,2023/5/19,6
9,2023/5/20,4
9,2023/5/21,8
9,2023/5/22,10
9,2023/5/23,10
9,2023/5/24,14
9,2023/5/25,8
9,2023/5/26,8
9,2023/5/27,8
9,2023/5/28,8
9,2023/5/29,6
9,2023/5/30,6
9,2023/5/31,10
9,2023/6/1,14
9,2023/6/2,8
9,2023/6/3,10
9,2023/6/4,4
9,2023/6/5,4
9,2023/6/6,8
9,2023/6/7,8
9,2023/6/8,10
9,2023/6/9,6
9,2023/6/10,8
9,2023/6/11,8
9,2023/6/12,14
9,2023/6/13,8
9,2023/6/14,4
9,2023/6/15,4
9,2023/6/16,8
9,2023/6/17,8
9,2023/6/18,16
9,2023/6/19,8
9,2023/6/20,6
9,2023/6/21,4
9,2023/6/22,4
9,2023/6/23,4
9,2023/6/24,4
9,2023/6/25,4
9,2023/6/26,4
9,2023/6/27,4
9,2023/6/28,2
9,2023/6/29,4
9,2023/6/30,8
10,2022/7/13,8
10,2022/7/14,6
10,2022/7/15,8
10,2022/7/16,8
10,2022/7/17,8
10,2022/7/18,12
10,2022/7/19,0
10,2022/7/20,4
10,2022/7/21,0
10,2022/7/22,6
10,2022/7/24,8
10,2022/7/25,6
10,2022/7/26,2
10,2022/7/27,4
10,2022/7/28,4
10,2022/7/29,28
10,2022/7/30,18
10,2022/7/31,24
10,2022/8/1,8
10,2022/8/2,10
10,2022/8/3,2
10,2022/8/4,2
10,2022/8/5,0
10,2022/8/7,2
10,2022/8/8,2
10,2022/8/10,0
10,2022/8/11,2
10,2022/8/16,8
10,2022/8/17,14
10,2022/8/18,8
10,2022/8/19,18
10,2022/8/20,6
10,2022/8/21,6
10,2022/8/22,8
10,2022/8/23,10
10,2022/8/24,6
10,2022/8/25,4
10,2022/8/27,2
10,2022/8/28,2
10,2022/8/29,20
10,2022/8/30,0
10,2022/9/2,2
10,2022/9/4,2
10,2022/9/7,2
10,2022/9/8,2
10,2022/9/12,0
10,2022/9/21,50
10,2022/9/24,0
10,2023/4/1,20
10,2023/4/2,14
10,2023/4/3,10
10,2023/4/4,22
10,2023/4/5,10
10,2023/4/6,26
10,2023/4/7,28
10,2023/4/8,18
10,2023/4/9,14
10,2023/4/10,14
10,2023/4/11,24
10,2023/4/12,44
10,2023/4/13,20
10,2023/4/14,6
10,2023/4/15,16
10,2023/4/16,6
10,2023/4/17,66
10,2023/4/18,14
10,2023/4/19,22
10,2023/4/20,10
10,2023/4/21,6
10,2023/4/22,24
10,2023/4/23,20
10,2023/4/24,16
10,2023/4/25,120
10,2023/4/26,16
10,2023/4/27,32
10,2023/4/28,14
10,2023/4/29,12
10,2023/4/30,16
10,2023/5/1,12
10,2023/5/2,16
10,2023/5/3,16
10,2023/5/4,82
10,2023/5/5,64
10,2023/5/6,36
10,2023/5/7,44
10,2023/5/8,16
10,2023/5/9,58
10,2023/5/10,60
10,2023/5/11,30
10,2023/5/12,32
10,2023/5/13,26
10,2023/5/14,26
10,2023/5/15,36
10,2023/5/16,12
10,2023/5/17,16
10,2023/5/18,28
10,2023/5/19,38
10,2023/5/20,24
10,2023/5/21,10
10,2023/5/22,78
10,2023/5/23,150
10,2023/5/24,92
10,2023/5/25,42
10,2023/5/26,12
10,2023/5/27,32
10,2023/5/28,98
10,2023/5/29,42
10,2023/5/30,28
10,2023/5/31,12
10,2023/6/1,32
10,2023/6/2,114
10,2023/6/3,28
10,2023/6/4,46
10,2023/6/5,18
10,2023/6/6,38
10,2023/6/7,158
10,2023/6/8,50
10,2023/6/9,24
10,2023/6/10,8
10,2023/6/11,28
10,2023/6/12,164
10,2023/6/13,38
10,2023/6/14,14
10,2023/6/15,156
10,2023/6/16,38
10,2023/6/17,32
10,2023/6/18,26
10,2023/6/19,86
10,2023/6/20,14
10,2023/6/21,46
10,2023/6/22,20
10,2023/6/23,16
10,2023/6/24,124
10,2023/6/25,24
10,2023/6/26,36
10,2023/6/27,30
10,2023/6/28,140
10,2023/6/29,32
10,2023/6/30,42
11,2022/7/1,18
11,2022/7/2,14
11,2022/7/3,18
11,2022/7/4,30
11,2022/7/5,30
11,2022/7/6,30
11,2022/7/7,22
11,2022/7/8,26
11,2022/7/9,14
11,2022/7/10,20
11,2022/7/11,26
11,2022/7/12,34
11,2022/7/13,24
11,2022/7/14,38
11,2022/7/15,20
11,2022/7/16,20
11,2022/7/17,20
11,2022/7/18,22
11,2022/7/19,28
11,2022/7/20,32
11,2022/7/21,32
11,2022/7/22,24
11,2022/7/23,26
11,2022/7/24,12
11,2022/7/25,26
11,2022/7/26,30
11,2022/7/27,34
11,2022/7/28,34
11,2022/7/29,24
11,2022/7/30,22
11,2022/7/31,20
11,2022/8/1,34
11,2022/8/2,28
11,2022/8/3,22
11,2022/8/4,26
11,2022/8/5,30
11,2022/8/6,26
11,2022/8/7,20
11,2022/8/8,28
11,2022/8/9,28
11,2022/8/10,36
11,2022/8/11,30
11,2022/8/12,38
11,2022/8/13,24
11,2022/8/14,28
11,2022/8/15,26
11,2022/8/16,38
11,2022/8/17,42
11,2022/8/18,26
11,2022/8/19,28
11,2022/8/20,22
11,2022/8/21,32
11,2022/8/22,30
11,2022/8/23,46
11,2022/8/24,46
11,2022/8/25,30
11,2022/8/26,52
11,2022/8/27,16
11,2022/8/28,26
11,2022/8/29,28
11,2022/8/30,34
11,2022/8/31,22
11,2022/9/1,26
11,2022/9/2,30
11,2022/9/3,42
11,2022/9/4,24
11,2022/9/5,24
11,2022/9/6,26
11,2022/9/7,30
11,2022/9/8,20
11,2022/9/9,22
11,2022/9/10,14
11,2022/9/11,14
11,2022/9/12,24
11,2022/9/13,38
11,2022/9/14,48
11,2022/9/15,38
11,2022/9/16,38
11,2022/9/17,34
11,2022/9/18,22
11,2022/9/19,34
11,2022/9/20,40
11,2022/9/21,58
11,2022/9/22,66
11,2022/9/23,34
11,2022/9/24,32
11,2022/9/25,22
11,2022/9/26,40
11,2022/9/27,42
11,2022/9/28,34
11,2022/9/29,46
11,2022/9/30,24
11,2023/4/1,36
11,2023/4/2,32
11,2023/4/3,60
11,2023/4/4,42
11,2023/4/5,36
11,2023/4/6,42
11,2023/4/7,94
11,2023/4/8,30
11,2023/4/9,30
11,2023/4/10,56
11,2023/4/11,58
11,2023/4/12,66
11,2023/4/13,44
11,2023/4/14,64
11,2023/4/15,44
11,2023/4/16,32
11,2023/4/17,56
11,2023/4/18,60
11,2023/4/19,68
11,2023/4/20,62
11,2023/4/21,60
11,2023/4/22,34
11,2023/4/23,68
11,2023/4/24,72
11,2023/4/25,56
11,2023/4/26,50
11,2023/4/27,48
11,2023/4/28,40
11,2023/4/29,20
11,2023/4/30,22
11,2023/5/1,26
11,2023/5/2,26
11,2023/5/3,30
11,2023/5/4,62
11,2023/5/5,66
11,2023/5/6,64
11,2023/5/7,44
11,2023/5/8,114
11,2023/5/9,84
11,2023/5/10,74
11,2023/5/11,68
11,2023/5/12,66
11,2023/5/13,36
11,2023/5/14,36
11,2023/5/15,54
11,2023/5/16,64
11,2023/5/17,60
11,2023/5/18,56
11,2023/5/19,50
11,2023/5/20,40
11,2023/5/21,38
11,2023/5/22,62
11,2023/5/23,66
11,2023/5/24,78
11,2023/5/25,68
11,2023/5/26,62
11,2023/5/27,56
11,2023/5/28,46
11,2023/5/29,66
11,2023/5/30,82
11,2023/5/31,86
11,2023/6/1,72
11,2023/6/2,62
11,2023/6/3,54
11,2023/6/4,44
11,2023/6/5,58
11,2023/6/6,68
11,2023/6/7,78
11,2023/6/8,74
11,2023/6/9,70
11,2023/6/10,42
11,2023/6/11,54
11,2023/6/12,80
11,2023/6/13,64
11,2023/6/14,76
11,2023/6/15,76
11,2023/6/16,88
11,2023/6/17,70
11,2023/6/18,50
11,2023/6/19,88
11,2023/6/20,78
11,2023/6/21,68
11,2023/6/22,46
11,2023/6/23,50
11,2023/6/24,42
11,2023/6/25,66
11,2023/6/26,78
11,2023/6/27,78
11,2023/6/28,72
11,2023/6/29,64
11,2023/6/30,84
12,2022/7/1,416
12,2022/7/2,342
12,2022/7/3,314
12,2022/7/4,346
12,2022/7/5,354
12,2022/7/6,426
12,2022/7/7,430
12,2022/7/8,374
12,2022/7/9,336
12,2022/7/10,270
12,2022/7/11,346
12,2022/7/12,1368
12,2022/7/13,580
12,2022/7/14,904
12,2022/7/15,940
12,2022/7/16,428
12,2022/7/17,382
12,2022/7/18,368
12,2022/7/19,410
12,2022/7/20,462
12,2022/7/21,516
12,2022/7/22,444
12,2022/7/23,428
12,2022/7/24,412
12,2022/7/25,424
12,2022/7/26,890
12,2022/7/27,870
12,2022/7/28,546
12,2022/7/29,4472
12,2022/7/30,554
12,2022/7/31,386
12,2022/8/1,528
12,2022/8/2,568
12,2022/8/3,552
12,2022/8/4,518
12,2022/8/5,480
12,2022/8/6,410
12,2022/8/7,374
12,2022/8/8,392
12,2022/8/9,460
12,2022/8/10,718
12,2022/8/11,504
12,2022/8/12,454
12,2022/8/13,422
12,2022/8/14,358
12,2022/8/15,462
12,2022/8/16,532
12,2022/8/17,546
12,2022/8/18,556
12,2022/8/19,572
12,2022/8/20,582
12,2022/8/21,416
12,2022/8/22,512
12,2022/8/23,618
12,2022/8/24,658
12,2022/8/25,622
12,2022/8/26,640
12,2022/8/27,2090
12,2022/8/28,2494
12,2022/8/29,762
12,2022/8/30,804
12,2022/8/31,774
12,2022/9/1,930
12,2022/9/2,1080
12,2022/9/3,890
12,2022/9/4,1672
12,2022/9/5,1330
12,2022/9/6,1236
12,2022/9/7,1370
12,2022/9/8,1212
12,2022/9/9,1362
12,2022/9/10,1224
12,2022/9/11,1198
12,2022/9/12,586
12,2022/9/13,504
12,2022/9/14,566
12,2022/9/15,524
12,2022/9/16,556
12,2022/9/17,510
12,2022/9/18,442
12,2022/9/19,446
12,2022/9/20,540
12,2022/9/21,572
12,2022/9/22,562
12,2022/9/23,546
12,2022/9/24,534
12,2022/9/25,460
12,2022/9/26,516
12,2022/9/27,2674
12,2022/9/28,704
12,2022/9/29,716
12,2022/9/30,652
12,2023/4/1,518
12,2023/4/2,518
12,2023/4/3,552
12,2023/4/4,530
12,2023/4/5,482
12,2023/4/6,602
12,2023/4/7,570
12,2023/4/8,504
12,2023/4/9,454
12,2023/4/10,634
12,2023/4/11,546
12,2023/4/12,564
12,2023/4/13,614
12,2023/4/14,498
12,2023/4/15,436
12,2023/4/16,408
12,2023/4/17,438
12,2023/4/18,478
12,2023/4/19,504
12,2023/4/20,506
12,2023/4/21,510
12,2023/4/22,546
12,2023/4/23,536
12,2023/4/24,584
12,2023/4/25,2102
12,2023/4/26,526
12,2023/4/27,656
12,2023/4/28,516
12,2023/4/29,436
12,2023/4/30,388
12,2023/5/1,412
12,2023/5/2,296
12,2023/5/3,344
12,2023/5/4,442
12,2023/5/5,450
12,2023/5/6,428
12,2023/5/7,306
12,2023/5/8,384
12,2023/5/9,480
12,2023/5/10,482
12,2023/5/11,466
12,2023/5/12,434
12,2023/5/13,444
12,2023/5/14,372
12,2023/5/15,544
12,2023/5/16,428
12,2023/5/17,474
12,2023/5/18,512
12,2023/5/19,450
12,2023/5/20,378
12,2023/5/21,358
12,2023/5/22,356
12,2023/5/23,456
12,2023/5/24,650
12,2023/5/25,532
12,2023/5/26,520
12,2023/5/27,406
12,2023/5/28,334
12,2023/5/29,840
12,2023/5/30,536
12,2023/5/31,1172
12,2023/6/1,1668
12,2023/6/2,966
12,2023/6/3,778
12,2023/6/4,624
12,2023/6/5,566
12,2023/6/6,814
12,2023/6/7,632
12,2023/6/8,634
12,2023/6/9,646
12,2023/6/10,498
12,2023/6/11,500
12,2023/6/12,496
12,2023/6/13,614
12,2023/6/14,656
12,2023/6/15,816
12,2023/6/16,1132
12,2023/6/17,1282
12,2023/6/18,2012
12,2023/6/19,966
12,2023/6/20,528
12,2023/6/21,444
12,2023/6/22,320
12,2023/6/23,464
12,2023/6/24,234
12,2023/6/25,418
12,2023/6/26,370
12,2023/6/27,334
12,2023/6/28,320
12,2023/6/29,352
12,2023/6/30,360
13,2022/7/1,126
13,2022/7/2,120
13,2022/7/3,162
13,2022/7/4,150
13,2022/7/5,258
13,2022/7/6,194
13,2022/7/7,180
13,2022/7/8,184
13,2022/7/9,164
13,2022/7/10,192
13,2022/7/11,122
13,2022/7/12,118
13,2022/7/13,148
13,2022/7/14,182
13,2022/7/15,144
13,2022/7/16,134
13,2022/7/17,148
13,2022/7/18,142
13,2022/7/19,168
13,2022/7/20,178
13,2022/7/21,154
13,2022/7/22,164
13,2022/7/23,104
13,2022/7/24,134
13,2022/7/25,156
13,2022/7/26,140
13,2022/7/27,158
13,2022/7/28,124
13,2022/7/29,106
13,2022/7/30,94
13,2022/7/31,100
13,2022/8/1,124
13,2022/8/2,132
13,2022/8/3,106
13,2022/8/4,102
13,2022/8/5,110
13,2022/8/6,120
13,2022/8/7,108
13,2022/8/8,128
13,2022/8/9,138
13,2022/8/10,100
13,2022/8/11,120
13,2022/8/12,114
13,2022/8/13,116
13,2022/8/14,100
13,2022/8/15,122
13,2022/8/16,138
13,2022/8/17,170
13,2022/8/18,144
13,2022/8/19,122
13,2022/8/20,118
13,2022/8/21,118
13,2022/8/22,148
13,2022/8/23,252
13,2022/8/24,180
13,2022/8/25,184
13,2022/8/26,216
13,2022/8/27,120
13,2022/8/28,150
13,2022/8/29,284
13,2022/8/30,184
13,2022/8/31,272
13,2022/9/1,298
13,2022/9/2,198
13,2022/9/3,152
13,2022/9/4,200
13,2022/9/5,182
13,2022/9/6,208
13,2022/9/7,160
13,2022/9/8,186
13,2022/9/9,200
13,2022/9/10,138
13,2022/9/11,110
13,2022/9/12,152
13,2022/9/13,166
13,2022/9/14,158
13,2022/9/15,166
13,2022/9/16,176
13,2022/9/17,190
13,2022/9/18,158
13,2022/9/19,188
13,2022/9/20,260
13,2022/9/21,200
13,2022/9/22,192
13,2022/9/23,188
13,2022/9/24,162
13,2022/9/25,120
13,2022/9/26,148
13,2022/9/27,150
13,2022/9/28,162
13,2022/9/29,170
13,2022/9/30,146
13,2023/4/1,86
13,2023/4/2,86
13,2023/4/3,108
13,2023/4/4,96
13,2023/4/5,72
13,2023/4/6,194
13,2023/4/7,152
13,2023/4/8,82
13,2023/4/9,80
13,2023/4/10,84
13,2023/4/11,158
13,2023/4/12,100
13,2023/4/13,110
13,2023/4/14,102
13,2023/4/15,78
13,2023/4/16,76
13,2023/4/17,110
13,2023/4/18,118
13,2023/4/19,94
13,2023/4/20,128
13,2023/4/21,198
13,2023/4/22,140
13,2023/4/23,214
13,2023/4/24,196
13,2023/4/25,240
13,2023/4/26,106
13,2023/4/27,78
13,2023/4/28,96
13,2023/4/29,88
13,2023/4/30,84
13,2023/5/1,56
13,2023/5/2,108
13,2023/5/3,510
13,2023/5/4,82
13,2023/5/5,112
13,2023/5/6,98
13,2023/5/7,80
13,2023/5/8,76
13,2023/5/9,116
13,2023/5/10,92
13,2023/5/11,102
13,2023/5/12,82
13,2023/5/13,84
13,2023/5/14,62
13,2023/5/15,92
13,2023/5/16,126
13,2023/5/17,84
13,2023/5/18,94
13,2023/5/19,88
13,2023/5/20,68
13,2023/5/21,70
13,2023/5/22,122
13,2023/5/23,128
13,2023/5/24,150
13,2023/5/25,114
13,2023/5/26,108
13,2023/5/27,84
13,2023/5/28,82
13,2023/5/29,104
13,2023/5/30,156
13,2023/5/31,184
13,2023/6/1,200
13,2023/6/2,142
13,2023/6/3,226
13,2023/6/4,150
13,2023/6/5,140
13,2023/6/6,152
13,2023/6/7,290
13,2023/6/8,132
13,2023/6/9,144
13,2023/6/10,104
13,2023/6/11,114
13,2023/6/12,184
13,2023/6/13,174
13,2023/6/14,134
13,2023/6/15,222
13,2023/6/16,358
13,2023/6/17,316
13,2023/6/18,316
13,2023/6/19,214
13,2023/6/20,138
13,2023/6/21,132
13,2023/6/22,100
13,2023/6/23,154
13,2023/6/24,118
13,2023/6/25,208
13,2023/6/26,210
13,2023/6/27,456
13,2023/6/28,472
13,2023/6/29,522
13,2023/6/30,110
14,2022/7/1,34
14,2022/7/2,32
14,2022/7/3,30
14,2022/7/4,34
14,2022/7/5,36
14,2022/7/6,26
14,2022/7/7,36
14,2022/7/8,42
14,2022/7/9,28
14,2022/7/10,26
14,2022/7/11,32
14,2022/7/12,34
14,2022/7/13,34
14,2022/7/14,54
14,2022/7/15,44
14,2022/7/16,50
14,2022/7/17,54
14,2022/7/18,54
14,2022/7/19,54
14,2022/7/20,54
14,2022/7/21,76
14,2022/7/22,74
14,2022/7/23,58
14,2022/7/24,74
14,2022/7/25,72
14,2022/7/26,90
14,2022/7/27,58
14,2022/7/28,80
14,2022/7/29,78
14,2022/7/30,64
14,2022/7/31,60
14,2022/8/1,70
14,2022/8/2,74
14,2022/8/3,88
14,2022/8/4,80
14,2022/8/5,76
14,2022/8/6,62
14,2022/8/7,66
14,2022/8/8,62
14,2022/8/9,76
14,2022/8/10,70
14,2022/8/11,76
14,2022/8/12,68
14,2022/8/13,76
14,2022/8/14,68
14,2022/8/15,72
14,2022/8/16,80
14,2022/8/17,90
14,2022/8/18,96
14,2022/8/19,68
14,2022/8/20,54
14,2022/8/21,62
14,2022/8/22,60
14,2022/8/23,70
14,2022/8/24,80
14,2022/8/25,74
14,2022/8/26,84
14,2022/8/27,74
14,2022/8/28,74
14,2022/8/29,88
14,2022/8/30,60
14,2022/8/31,68
14,2022/9/1,54
14,2022/9/2,70
14,2022/9/3,84
14,2022/9/4,62
14,2022/9/5,80
14,2022/9/6,96
14,2022/9/7,88
14,2022/9/8,104
14,2022/9/9,78
14,2022/9/10,78
14,2022/9/11,68
14,2022/9/12,64
14,2022/9/13,66
14,2022/9/14,80
14,2022/9/15,66
14,2022/9/16,74
14,2022/9/17,76
14,2022/9/18,78
14,2022/9/19,72
14,2022/9/20,60
14,2022/9/21,66
14,2022/9/22,80
14,2022/9/23,78
14,2022/9/24,80
14,2022/9/25,66
14,2022/9/26,78
14,2022/9/27,86
14,2022/9/28,86
14,2022/9/29,82
14,2022/9/30,90
14,2023/4/1,76
14,2023/4/2,70
14,2023/4/3,60
14,2023/4/4,98
14,2023/4/5,72
14,2023/4/6,80
14,2023/4/7,92
14,2023/4/8,102
14,2023/4/9,70
14,2023/4/10,88
14,2023/4/11,82
14,2023/4/12,122
14,2023/4/13,102
14,2023/4/14,98
14,2023/4/15,82
14,2023/4/16,74
14,2023/4/17,96
14,2023/4/18,148
14,2023/4/19,108
14,2023/4/20,102
14,2023/4/21,98
14,2023/4/22,92
14,2023/4/23,68
14,2023/4/24,96
14,2023/4/25,88
14,2023/4/26,122
14,2023/4/27,104
14,2023/4/28,94
14,2023/4/29,90
14,2023/4/30,74
14,2023/5/1,64
14,2023/5/2,70
14,2023/5/3,72
14,2023/5/4,76
14,2023/5/5,82
14,2023/5/6,90
14,2023/5/7,84
14,2023/5/8,86
14,2023/5/9,84
14,2023/5/10,106
14,2023/5/11,134
14,2023/5/12,90
14,2023/5/13,90
14,2023/5/14,68
14,2023/5/15,102
14,2023/5/16,186
14,2023/5/17,130
14,2023/5/18,146
14,2023/5/19,146
14,2023/5/20,152
14,2023/5/21,82
14,2023/5/22,128
14,2023/5/23,158
14,2023/5/24,174
14,2023/5/25,538
14,2023/5/26,238
14,2023/5/27,194
14,2023/5/28,180
14,2023/5/29,274
14,2023/5/30,446
14,2023/5/31,424
14,2023/6/1,240
14,2023/6/2,156
14,2023/6/3,116
14,2023/6/4,102
14,2023/6/5,96
14,2023/6/6,106
14,2023/6/7,106
14,2023/6/8,112
14,2023/6/9,172
14,2023/6/10,110
14,2023/6/11,96
14,2023/6/12,118
14,2023/6/13,92
14,2023/6/14,146
14,2023/6/15,120
14,2023/6/16,114
14,2023/6/17,126
14,2023/6/18,158
14,2023/6/19,124
14,2023/6/20,104
14,2023/6/21,90
14,2023/6/22,100
14,2023/6/23,86
14,2023/6/24,98
14,2023/6/25,300
14,2023/6/26,124
14,2023/6/27,126
14,2023/6/28,134
14,2023/6/29,120
14,2023/6/30,98
15,2022/7/1,420
15,2022/7/2,442
15,2022/7/3,470
15,2022/7/4,486
15,2022/7/5,452
15,2022/7/6,420
15,2022/7/7,458
15,2022/7/8,426
15,2022/7/9,486
15,2022/7/10,474
15,2022/7/11,424
15,2022/7/12,390
15,2022/7/13,604
15,2022/7/14,900
15,2022/7/15,878
15,2022/7/16,798
15,2022/7/17,790
15,2022/7/18,756
15,2022/7/19,984
15,2022/7/20,876
15,2022/7/21,902
15,2022/7/22,842
15,2022/7/23,892
15,2022/7/24,802
15,2022/7/25,834
15,2022/7/26,936
15,2022/7/27,964
15,2022/7/28,894
15,2022/7/29,972
15,2022/7/30,798
15,2022/7/31,828
15,2022/8/1,1316
15,2022/8/2,1106
15,2022/8/3,1172
15,2022/8/4,1024
15,2022/8/5,736
15,2022/8/6,596
15,2022/8/7,690
15,2022/8/8,700
15,2022/8/9,754
15,2022/8/10,688
15,2022/8/11,702
15,2022/8/12,660
15,2022/8/13,656
15,2022/8/14,646
15,2022/8/15,816
15,2022/8/16,834
15,2022/8/17,800
15,2022/8/18,858
15,2022/8/19,682
15,2022/8/20,640
15,2022/8/21,1164
15,2022/8/22,892
15,2022/8/23,992
15,2022/8/24,866
15,2022/8/25,920
15,2022/8/26,878
15,2022/8/27,976
15,2022/8/28,1032
15,2022/8/29,1062
15,2022/8/30,1044
15,2022/8/31,1020
15,2022/9/1,934
15,2022/9/2,920
15,2022/9/3,970
15,2022/9/4,830
15,2022/9/5,716
15,2022/9/6,854
15,2022/9/7,1484
15,2022/9/8,1200
15,2022/9/9,1022
15,2022/9/10,1178
15,2022/9/11,1026
15,2022/9/12,962
15,2022/9/13,788
15,2022/9/14,738
15,2022/9/15,640
15,2022/9/16,1948
15,2022/9/17,1784
15,2022/9/18,1070
15,2022/9/19,954
15,2022/9/20,1030
15,2022/9/21,940
15,2022/9/22,818
15,2022/9/23,906
15,2022/9/24,1346
15,2022/9/25,1204
15,2022/9/26,1158
15,2022/9/27,1200
15,2022/9/28,1178
15,2022/9/29,1004
15,2022/9/30,850
15,2023/4/1,1456
15,2023/4/2,1198
15,2023/4/3,940
15,2023/4/4,808
15,2023/4/5,760
15,2023/4/6,712
15,2023/4/7,868
15,2023/4/8,932
15,2023/4/9,964
15,2023/4/10,876
15,2023/4/11,784
15,2023/4/12,950
15,2023/4/13,866
15,2023/4/14,1024
15,2023/4/15,1042
15,2023/4/16,1056
15,2023/4/17,1020
15,2023/4/18,952
15,2023/4/19,1296
15,2023/4/20,1174
15,2023/4/21,1064
15,2023/4/22,928
15,2023/4/23,884
15,2023/4/24,914
15,2023/4/25,1194
15,2023/4/26,1178
15,2023/4/27,1130
15,2023/4/28,1062
15,2023/4/29,1090
15,2023/4/30,1076
15,2023/5/1,1108
15,2023/5/2,1138
15,2023/5/3,1150
15,2023/5/4,1096
15,2023/5/5,996
15,2023/5/6,850
15,2023/5/7,872
15,2023/5/8,1460
15,2023/5/9,1114
15,2023/5/10,1080
15,2023/5/11,1268
15,2023/5/12,1312
15,2023/5/13,1376
15,2023/5/14,1324
15,2023/5/15,1234
15,2023/5/16,1470
15,2023/5/17,1294
15,2023/5/18,1190
15,2023/5/19,1210
15,2023/5/20,1282
15,2023/5/21,998
15,2023/5/22,898
15,2023/5/23,900
15,2023/5/24,1148
15,2023/5/25,1024
15,2023/5/26,984
15,2023/5/27,972
15,2023/5/28,954
15,2023/5/29,844
15,2023/5/30,758
15,2023/5/31,1892
15,2023/6/1,3350
15,2023/6/2,1960
15,2023/6/3,2026
15,2023/6/4,1596
15,2023/6/5,1354
15,2023/6/6,1216
15,2023/6/7,1928
15,2023/6/8,1796
15,2023/6/9,1446
15,2023/6/10,1304
15,2023/6/11,1210
15,2023/6/12,1214
15,2023/6/13,1120
15,2023/6/14,1066
15,2023/6/15,1562
15,2023/6/16,3818
15,2023/6/17,2598
15,2023/6/18,3450
15,2023/6/19,2286
15,2023/6/20,1148
15,2023/6/21,910
15,2023/6/22,856
